Size,DGTSV Time (ms),DGESV Time (ms),Cyclic Sequential Time (ms),Cyclic Parallel Time (ms)
127.0,0.00762939453125,0.0,0.00762939453125,47.96839399999997
255.0,0.014781951904296875,0.0,0.0152587890625,0.113762
511.0,0.024557113647460938,0.0,0.028848648071289062,0.228254
1023.0,0.052928924560546875,0.0,0.07891654968261719,0.443038
2047.0,0.09083747863769531,0.0,0.10824203491210938,1.528756
4095.0,0.7054805755615234,0.0,0.6029605865478516,0.967303
8191.0,0.6427764892578125,0.0,0.7045269012451172,0.544801
16383.0,1.3976097106933594,0.0,1.4269351959228516,0.4901420000000001
32767.0,2.3195743560791016,0.0,2.7425289154052734,1.8429200000000001
65535.0,4.776477813720703,0.0,5.527019500732422,1.429219
131071.0,8.372306823730469,0.0,12.737751007080078,42.446148
262143.0,18.5394287109375,0.0,25.7265567779541,68.620264
524287.0,37.31203079223633,0.0,64.46385383605957,195.489803
1048575.0,59.700965881347656,0.0,108.58798027038574,267.09533400000004
2097151.0,120.90349197387695,0.0,212.77689933776855,329.996266
4194303.0,238.59882354736328,0.0,387.7606391906738,499.116697
8388607.0,474.2248058319092,0.0,792.8223609924316,804.930391
16777215.0,1033.9288711547852,0.0,1770.8187103271484,1462.52629
33554431.0,1949.477195739746,0.0,3767.336368560791,1922.256494
