Size,DGTSV Time (ms),DGESV Time (ms),Cyclic Sequential Time (ms),Cyclic Parallel Time (ms)
127.0,0.00762939453125,0.0,0.00762939453125,0.091281
255.0,0.014781951904296875,0.0,0.0152587890625,0.0958
511.0,0.030040740966796875,0.0,0.03528594970703125,0.167529
1023.0,0.06651878356933594,0.0,0.07581710815429688,0.236424
2047.0,0.11229515075683594,0.0,0.1304149627685547,15.053348
4095.0,0.705718994140625,0.0,0.5972385406494141,0.21547999999999998
8191.0,0.6616115570068359,0.0,0.7205009460449219,30.497243000000008
16383.0,1.4164447784423828,0.0,1.4476776123046875,0.625919
32767.0,2.824068069458008,0.0,2.9060840606689453,6.017612000000001
65535.0,5.389928817749023,0.0,6.986379623413086,3.298177
131071.0,10.222911834716797,0.0,13.627052307128906,68.773434
262143.0,22.01390266418457,0.0,28.771162033081055,107.270225
524287.0,44.625282287597656,0.0,63.62128257751465,224.45052499999997
1048575.0,69.59962844848633,0.0,118.87407302856445,338.212735
2097151.0,139.4951343536377,0.0,234.52496528625488,464.571132
4194303.0,331.76517486572266,0.0,418.5214042663574,808.567241
8388607.0,609.3018054962158,0.0,969.1023826599121,1613.85958
16777215.0,1158.1435203552246,0.0,1865.696668624878,2126.8510640000004
33554431.0,2232.781410217285,0.0,3427.8905391693115,2436.2401010000003
