Size,DGTSV Time (ms),DGESV Time (ms),Cyclic Sequential Time (ms),Cyclic Parallel Time (ms)
127.0,0.00762939453125,0.0,0.00762939453125,2.341186
255.0,0.015020370483398438,0.0,0.0152587890625,0.552795
511.0,0.030040740966796875,0.0,0.035762786865234375,5.939888
1023.0,0.06604194641113281,0.0,0.07534027099609375,16.811418000000003
2047.0,0.11086463928222656,0.0,0.12993812561035156,38.052635
4095.0,0.5805492401123047,0.0,0.4601478576660156,1.016765
8191.0,0.6644725799560547,0.0,0.7448196411132812,11.38105
16383.0,1.3875961303710938,0.0,1.4433860778808594,20.634197
32767.0,2.8336048126220703,0.0,2.881288528442383,1.399983
65535.0,5.398035049438477,0.0,6.957292556762695,1.3536299999999999
131071.0,10.340690612792969,0.0,14.127969741821289,1.732801
262143.0,21.962404251098633,0.0,28.946876525878906,4.255649
524287.0,44.69943046569824,0.0,63.826560974121094,34.314389
1048575.0,69.29802894592285,0.0,116.63293838500977,44.267497000000006
2097151.0,154.89888191223145,0.0,237.02573776245117,85.28184900000001
4194303.0,279.50334548950195,0.0,416.8565273284912,161.96033000000003
8388607.0,596.1544513702393,0.0,955.8300971984863,354.45122000000003
16777215.0,1199.7435092926025,0.0,1713.8352394104004,1186.050717
33554431.0,2229.487895965576,0.0,3498.74210357666,1671.06486
