Size,DGTSV Time (ms),DGESV Time (ms),Cyclic Sequential Time (ms),Cyclic Parallel Time (ms)
127.0,0.007867813110351562,0.0,0.00762939453125,1.855815
255.0,0.014781951904296875,0.0,0.015020370483398438,2.106516
511.0,0.030040740966796875,0.0,0.03528594970703125,1.876824
1023.0,0.06437301635742188,0.0,0.07605552673339844,1.904029
2047.0,0.11134147644042969,0.0,0.12993812561035156,2.898352
4095.0,0.7009506225585938,0.0,0.5929470062255859,1.5939969999999999
8191.0,0.6148815155029297,0.0,0.7250308990478516,2.593129
16383.0,1.3828277587890625,0.0,1.4269351959228516,1.7882959999999999
32767.0,2.4509429931640625,0.0,2.737760543823242,2.421395
65535.0,5.521297454833984,0.0,6.0214996337890625,2.142083
131071.0,8.716583251953125,0.0,12.970209121704102,3.309678
262143.0,19.50240135192871,0.0,26.517152786254883,4.1275189999999995
524287.0,39.63184356689453,0.0,59.13209915161133,6.050568
1048575.0,61.43021583557129,0.0,111.18817329406738,13.841756
2097151.0,123.23427200317383,0.0,219.78425979614258,25.916430000000002
4194303.0,248.3227252960205,0.0,475.6011962890625,51.668806999999994
8388607.0,518.3050632476807,0.0,997.0517158508301,132.448035
16777215.0,1038.2373332977295,0.0,2485.934019088745,257.22718
33554431.0,1984.621286392212,0.0,4506.139755249023,475.596182
